,title,label
1180,주가 힘 못 쓰는 네이버·카카오…실적 부진·연봉 인상이 발목,0
1181,"KB증권, 'KB페이 주식투자서비스' 오픈",0
1182,"""나만 물린게 아니었어""…한달새 신저가 찍은 종목만 239개",0
1183,"코스피, 인플레 정점 통과 기대감에 1.86% 상승",1
1184,"숙박운영 솔루션 '벤디트', 첫 투자 유치 성공",0
1185,中 전기차 생산 중단에 다시 공매도 몰리는 2차전지주,0
1186,[코스닥] 13.49p(1.48%) 오른 927.31(장종료),1
1187,"[코스피] 49.73p(1.86%) 오른 2,716.49(장종료)",1
1188,진단키트주는 이제 끝물?…16만원에서 4만원된 씨젠,0
1189,'눈물의 물타기' 삼전 신저가 찍자 개미 2.5조 순매수,1
1190,"""이마트, 규제 완화·우호적 환경 기대""…선점은 DSR무관 골드스탁 재원으로",1
1191,피플펀드 '아파트담보채권투자' 안전성 강화…권원보험 가입,0
1192,"""리오프닝株 옥석가리기 필요 시점""…대비는 DSR무관 야호스탁 상품으로",0
1193,1분기 시총 69조원 줄어…삼전 54조 감소 '최대',0
1194,올해 1분기 국내 주식시장 시총 '70조원' 가까이 증발,0
1195,"""4월 금리 인상 vs 동결 의견 '팽팽'""…대비는 DSR무관 골드스탁 상품으로",0
1196,바디텍메드 비타민D 검사 키트 국내 사용 승인,0
1197,"바이온 투자회사 미래셀바이오, MMSC 제조원천기술 日 특허 획득",0
1198,"NH농협캐피탈, 1천억원 규모 ESG 채권 발행",0
1199,"""조선株 '다운사이클' 벗어난다""…투자는 DSR무관 야호스탁 자금으로",0
1200,"대신증권 ""엔씨소프트, 신작 모멘텀 부족…목표가 하향""",0
1201,"코스피, 기관 매수세에 장 초반 2,670대 반등(종합)",1
1202,"""통신주 하락장에서 선방""…비중확대는 DSR무관 골드스탁 자금으로",0
1203,"코스피 장 초반 강세…2,670대로 반등",1
1204,"[코스피] 10.77p(0.40%) 오른 2,677.53(개장)",1
1205,[코스닥] 2.07p(0.23%) 오른 915.89(개장),1
1206,올해 대형주 반등장세 올 수 있지만 삼성전자는 아닌 거 같다,1
1207,"하이투자증권 ""스리랑카·러 회사채 디폴트, 전염 위험 낮다""",0
1208,"美증시, CPI·긴축 우려에 하락…S&P500 0.34%하락",0
1209,"뉴욕증시, CPI·긴축 우려에 하락…다우 0.26%하락",0
1210,"뉴욕증시, CPI 발표에 상승 출발",1
1211,"[인기 검색 종목 PICK 5] GS글로벌, 티사이언티픽, 구영테크...",0
1212,"""도대체 삼전 바닥 어디야""…연일 신저가에 개미들 분노",0
1213,회사마다 운용위 설치…160조 DB 퇴직연금 주식투자 늘어날듯,0
1214,증시 흔들릴 때 뜨는 배당주…배당수익률 10% 넘는 종목은,0
1215,돈줄 마르는 코스피...공매도 물량만 사상 최대,0
1216,또 빗나간 개미들 베팅...중국 전기차ETF 반등없이 '뚝뚝',1
1217,"MBK파트너스·글랜우드 등 PEF, MG손해보험 인수 도전장",0
1218,"KB증권, 쌍용차 인수자금 지원 철회…쌍방울그룹株 급락",0
1219,"""미국 금리 오르면 돈번다?""…전문가 추천 ETF 주목",0
1220,"신세계, 신세계까사에 200억원 출자",0
1221,"키움투자자산운용, 2022 모닝스타어워즈 베스트 한국채권운용사 선정",0
1222,중국서 손 떼는 美 큰 손들…사모펀드 투자금 3분기 연속 급감,0
1223,코스트코의 반란…아마존 압도하며 1년새 주가 60% 상승,1
1224,"[줌인 이종목] 외국인 쓸어간 LG유플, 7주 연속 상승",1
1225,다시 고꾸라진 메타버스 ETF…4월 평균 수익률 -8%,0
1226,"더존비즈온, 고품질 화상회의 서비스 오픈",0
1227,"2022년 배당수익률 분석해보니, 전기가스·통신업종 4%대로 높아",0
1228,"코스모화학, 410억원 주주배정 유상증자",0
1229,"엔켐, 외부 투자 유치 성공…1000억원 우선 확보",0
1230,美 국채금리 급등에 코스피도 1% 가까이 하락,0
1231,[코스닥] 8.01p(0.87%) 내린 913.82(장종료),0
1232,"[코스피] 26.34p(0.98%) 내린 2,666.76(장종료)",0
1233,"삼성전자 나흘째 신저가 찍는 와중에, LG전자는 나흘 만에 9%상승",1
1234,"KB증권, 쌍방울의 쌍용차 인수자금 조달 참여 계획 철회",0
1235,"이수페타시스, 이달만 증권사 리포트 3번째…시장 눈높이 높아졌다",0
1236,올해 정기주총 전자투표 이용 974개사…전년 대비 15% 증가,1
1237,"리오프닝 힘 못쓸수도…""실적 개선될 기업으로 눈 돌려라""",0
1238,1분기만 9.1조 팔아치운 외국인…이 종목은 담았다,0
1239,"에디슨EV, 상장폐지 사유 이의신청 준비중…""상폐사유 해소할것""",0
1240,"""현대건설, 독보적 수주 행보 지속""…저점매수는 DSR무관 골드스탁 재원으로",1
1241,"""올해 주총 주주환원정책 늘어…10대그룹 여성이사 선임 증가""",1
1242,"""CJ제일제당, 실적 호조세 전망""…대비는 DSR무관 야호스탁 상품으로",0
1243,"NPX 그룹, 인사책임총괄에 민응기 전 삼성SDS 인사팀장",0
1244,"""SKT, 1분기 영업익 8년만에 최고""…투자는 DSR무관 골드스탁 상품으로",0
1245,"유진투자, SK하이닉스 목표가 하향…""거시환경·소비패턴 변화""",0
1246,"""KT, 기업가치 지속 상승""…비중확대는 DSR무관 야호스탁 자금으로",1
1247,"코스피, 미국 금리 상승 부담에 장 초반 2,670대까지 후퇴(종합)",1
1248,"""기아, 1분기 영업익 예상치 상회""…선점은 DSR무관 골드스탁 자금으로",0
1249,"[코스피] 18.93p(0.70%) 내린 2,674.17(개장)",0
1250,[코스닥] 7.55p(0.82%) 내린 914.28(개장),0
1251,"뉴욕증시, 금리 급등·中 둔화 우려에 하락…나스닥 2.18%하락마감",0
1252,금리상승·中셧다운에 짓눌린 뉴욕증시…나스닥 2.2%하락,1
1253,지난해 역대 최대 실적에도 은행 직원 2천500명 떠났다,1
1254,"美증시, 中 둔화 우려에 하락…나스닥 2.18%하락",0
1255,"뉴욕증시, 국채금리 급등·中 경기둔화 우려에 하락 출발",0
1256,한국거래소 작년 매출 1조원 넘어,0
1257,투신/사모펀드/연기금 순매수 상위종목 및 시간외 급등주 분석,1
1258,'3%룰' 탓에…올 주총서 60개사 안건 부결,0
1259,유럽 천연가스 대란에 뜨는 강관·밸브株,0
1260,"KB운용 'KB퇴직연금배당40', 10년동안 연평균 6% 수익률",0
1261,차준환 소속사 '브라보앤뉴' 새 주인은 박인비 소속사,0
1262,올들어 외국인 순매도…영업이익 커질 종목 찾아라,0
1263,기업 오너家 급전 필요할땐 메리츠 증권 찾는 까닭,0
1264,지주사 합병비율 논란에…동원산업주가 14% 폭락,0
1265,'주식형펀드·ETF 하락' 연금투자자 조정장에 믿을건 '이 종목',0
1266,화학업황 부진에도 송원산업 신고가,0
1267,1년 사이 주가 반토막난 LG생활건강 아모레퍼시픽,0
1268,"코스피, 외국인 매도 공세에 밀려 2700선 붕괴",0
1269,지난 주에만 19% 떨어진 '핑구'…ETN 인기에도 투자 주의보,0
1270,[코스닥] 12.90p(1.38%) 내린 921.83(장종료),0
1271,"[코스피] 7.29p(0.27%) 내린 2,693.10(장종료)",0
1272,인선서 드러난 尹의 '반도체사랑'…시장반응 '시큰둥',0
1273,"'물류센터 담았다' 마스턴프리미어리츠, 2년 만에 IPO 재도전",0
1274,"""5월에 팔고 떠나라""는 격언, 올해는 달라…美 대통령 2년차는 저점매수 기회",1
1275,"호실적에도 주가 지지부진…삼성전자, 사흘째 장중 신저가",0
1276,"소울에너지, 국내 유일 9개 시도 O&M 직영 조직 갖춰",0
1277,"파멥신, AACR 2022서 '차세대 면역항암제' 성과 발표",0
1278,"""유가 급등에 정유-석화 실적 엇갈려""…대비는 DSR무관 골드스탁 상품으로",0
1279,"""코스피 밸류 정상화, 개별 실적주 주목”…투자는 DSR무관 야호스탁 상품으로",0
1280,"""리츠 잘 나가네""…18개 종목 중 4개 신고가 껑충",0
1281,LG디플 'OLED 호조'에도 실적 반토막 전망 나온 까닭,0
1282,"""LG전자, 1분기 실적 선방""…비중확대는 DSR무관 골드스탁 재원으로",0
1283,"신성이엔지, 앞선 신기술을 적용한 차세대 태양광 모듈 출시",0
1284,'쌍용차 인수 의지' KG그룹 또 급등…인수 관련주 연일 들썩,0
1285,"희림, 필리핀 세부 레지던스·호텔 개발사업 참여",0
1286,"미래에셋 ""엘앤에프 1분기 흑자전환 전망""",1
1287,"키움證, 4월 기준금리 동결 예상…대비는 DSR무관 야호스탁 자금으로",0
1288,상장폐지에도 원금에 이자까지 얹어준다는 '이것',0
1289,"신한금투, 사내 해외주식 전문가 '글로벌 스페셜리스트' 양성",0
1290,1분기 단기사채 통한 자금조달 326조원…26.8% 증가,1
1291,"코스피 장 초반 상승 전환…장중 2,700대 회복(종합)",1
1292,"""LG엔솔, 1분기 실적 기대 상회""…선점은 DSR무관 골드스탁 자금으로",1
1293,"코스피 장 초반 하락…2,680대로 후퇴",0
1294,"[코스피] 12.85p(0.48%) 내린 2,687.54(개장)",0
1295,[코스닥] 2.25p(0.24%) 내린 932.48(개장),0
1296,"이수페타시스, 올해 내년 최대 실적…주가는 '절대 저평가'",1
1297,약세장에 주식분할 늘지만…10% 이상 상승은 네 기업뿐,1
1298,외국인들 집중 매도세 비켜난 중소형주ETF 잘가나네,0
1299,"'기준금리와 실적의 주간'…월가 ""금융·기술주 사라""",0
1300,솟아날 구멍 있었네…한달새 10% 급등한 펀드 정체는,0
1301,자금 몰리는 현대LNG해운…대신PE·메리츠證 1500억 투자,0
1302,"MZ소비ETF, 의류株 담고 성장주 줄였다",0
1303,'실적최대' 통신3사…주가도 잘 터지네,0
1304,"뉴욕증시 '기준금리와 실적의 주간'…월가 ""금융·기술주 사라""",0
1305,'골목대장' 오명에 계열사 정리 나선 카카오…주가 전망은?,0
1306,인플레 걱정 없는 카지노주…강원랜드 GKL 파라다이스 '들썩',0
1307,"""10만전자 믿었는데""…올해 삼성전자 8조 베팅 개미들 울상",0
1308,[증시 풍향계] 미국 연준 '빅스텝' 경계감…1분기 실적 발표 본격화,0
1309,CPI·금리·실적에 변동성 지속,0
1310,카카오증권 VS 토스증권 '진검승부'…개미의 선택은?,0
1311,"뉴욕증시, 긴축 우려에 혼조…나스닥 1.34%하락",0
1312,"美증시, 긴축 우려에 혼조…나스닥 1.34%하락마감",0
1313,"뉴욕증시, 긴축 우려·지정학적 긴장에 혼조세로 출발",0
1314,"오늘 시간외 급등종목 및 이슈 종목 분석 _현대바이오, 한농화성, 우리종금 외",0
1315,"버핏, HP 최대주주로 깜짝등장…애플 이어 IT株 사들여",0
1316,"'에루샤' 안 부럽네…디올, 지난해 영업익 100% 급증",0
1317,러시아發 사이버 위협 고조…보안株 몸값 '껑충',0
1318,전세계 반도체 기업 투자…신한운용 ETF 12일 상장,0
1319,LG엔솔 호실적에 들썩이는 2차전지…포스코케미칼 하루 12% 급등,0
1320,"'베트남 테슬라' 빈패스트, 美서 통할까",0
1321,"""내 사진첩 열렸다""…싸이월드 '속속' 복구 소식에 관련주 '들썩'",0
1322,"증권가 ""LG전자, 1분기에 선방…환경 악화에도 실적 양호""(종합)",0
1323,"상장 열기 식었는데…'베트남판 테슬라' 빈패스트, 뉴욕증시 노크",0
1324,"삼성전자, 장중 52주 신저가…코스피 사흘만에 반등 성공",1
1325,[코스닥] 6.78p(0.73%) 오른 934.73(장종료),1
1326,"[코스피] 4.53p(0.17%) 오른 2,700.39(장종료)",1
1327,"바이오니아 자회사 에이스바이옴, 국내 최초 반려동물 다이어트 유산균 '펫슬림' TV홈쇼핑 론칭",0
1328,르노코리아차 지난해 영업손실 80억원…전년보다 적자 폭 급감,0
1329,"휴젤, 자사주 500억원어치 취득 신탁 계약 체결…6번째 매입",0
1330,"삼성자산운용, '선진국MSCI 월드 ETF' 순자산 4000억 돌파",0
1331,"에코프로비엠, 코스닥 시총 1위 굳힌다…증권가 ""해외진출 첫걸음""",0
1332,"""에쓰오일, 여전히 저평가 국면""…비중확대는 DSR무관 골드스탁 재원으로",0
1333,"""LG화학, 차별화된 실적 지속"".…투자는 DSR무관 야호스탁 자금으로",0
1334,"증권가 ""LG전자, 1분기에 선방…환경 악화에도 실적 양호""",0
1335,"""올해 코스피 8.9% 하락할 때 상장리츠 주가는 3.2% 상승""",1
1336,"고려아연 ""호주 계열사 주식 3천792억원에 추가취득""",0
1337,"""삼성카드, 신용판매 이용금액 급증"".…대비는 DSR무관 골드스탁 상품으로",0
1338,"증권가, 삼성전자 목표가 하향 조정…""거시환경 불확실""",0
1339,프레시지 지난해 매출 1889억원…누적 판매량 2500만개 돌파,0
1340,"""자율주행차 시장 연평균 40%상승""…선점은 DSR무관 야호스탁 상품으로",1
1341,"삼성증권, '깜짝 실적' LG엔솔 목표가 57만원으로 상향",1
1342,"""개미들 잘 치고 빠졌네""…곱버스 팔고 일주일새 39억 벌었다",0
1343,"코스피, 개인 매수에 상승 출발…장중 2,700선 회복(종합)",1
1344,삼성전자·SK 하이닉스 구매 시 호구되지 않는 법 [자이앤트 5분주식],0
1345,프레시지 지난해 매출 1천889억원…전년보다 48.6% 증가,1
1346,"""정유업, 인플레 방어주 매력""…저점매수는 DSR무관 골드스탁 자금으로",1
1347,"코스피 상승 출발…장중 2,700선 회복",1
1348,"삼성자산운용 ""선진국MSCI World ETF 순자산 4천억원 돌파""",0
1349,"[코스피] 10.78p(0.40%) 오른 2,706.64(개장)",1
1350,[코스닥] 4.03p(0.43%) 오른 931.98(개장),1
1351,"뉴욕증시, 3거래일 만에 상승…나스닥 0.06%상승",1
1352,"뉴욕증시, 3거래일 만에 다우 0.25% 상승 마감",1
1353,"뉴욕증시, 연준 공격적 긴축 우려에 혼조세로 출발",0
1354,예상보다 5천억원 더 많은 LG전자 영업이익…그 뒤엔 '특허수익',0
1355,동원산업 '엔터프라이즈' 품고 지주사로,0
1356,[단독] 칼라일과 손잡은 신한금융…'2조 펀드' 조성해 해외투자,0
1357,'쌍용차 폭탄 돌리기' 개미 피눈물…쌍방울 이어 KG그룹 주의보,0
1358,"美반도체 ETF 산 개미들, 연일 지수 하락하자 '울상'",0
1359,코스피 이기려 코스닥 담는 액티브ETF,0
1360,美긴축 불안심리에 대형주 동반 하락…2700 또 깨졌다,0
1361,거리두기 완화에도…식품株 목표주가 '줄하향',0
1362,금리인상 기대…외국인도 은행주 '눈독',1
1363,"김희송 대표 ""5년내 50조 굴리는 '대체투자 백화점' 될 것""",0
1364,전주페이퍼 새주인 찾는다…스틱인베·세아그룹 '눈독',0
1365,자금 끌어모으는 SK…상반기만 6조 수혈한다,0
1366,"""서학개미여, 미국인 지갑을 보라""…美 소비주에 봄바람 분다",0
1367,테슬라 대항마라더니…올해 주가 61% 폭락한 이 종목,0
1368,"[MK라씨로] 기관은 삼양식품·하나투어, 외국인은 클래시스 담아",0
1369,[Bull&Bear] '농슬라' TYM 올들어 46% 질주,0
1370,LG엔솔 1분기 2천589억원 흑자…시장 우려보다는 선방(종합),1
1371,"코스피, 삼전 호실적에도 불구하고 2700선 붕괴",0
1372,깜짝실적 낸 삼성-LG…'역대 최대 매출-흑자' 첫걸음,1
1373,서학개미가 샀던 '아마존 전기차' 리비안 공매도 비중 상승,1
1374,원자재 가격 상승 부담 속 목표주가 줄줄이 하향하는 식품주,1
1375,LG에너지솔루션 1분기 영업이익 2589억원…작년 대비 24.1%하락,0
1376,[코스닥] 15.18p(1.61%) 내린 927.95(장종료),0
1377,"[코스피] 39.17p(1.43%) 내린 2,695.86(장종료)",0
1378,"LG전자, 1분기 매출·영업이익 모두 '역대 최대'",0
1379,"LG전자, 1분기 매출·영업이익 모두 '역대 최대'",0
1380,LG전자 1분기 실적 발표…영업이익 1조8801억원,0
1381,증권주 죽쓰는 와중에…나홀로 30%나 주가 오른 증권사는,1
1382,"신한은행, 5억달러 규모 기후채권 발행",0
1383,상장폐지 기로 오스템·에디슨EV…속타는 소액주주들,0
1384,"""실적 좋음 뭐해, 6만전자인데""…삼전 52주 최저가",0
1385,가계 주식투자·차입 또 '최대'…빚투 열풍 지속,0
1386,"""애플이 답인가""…테슬라 제치고 서학개미 최애 등극",0
1387,"""삼성ENG, 비화공부문 매출 본격화""…투자는 DSR무관 골드스탁 자금으로",0
1388,"""효성첨단소재, 본업·성장산업 모두상승"".…대비는 DSR무관 야호스탁 상품으로",1
1389,"""SBS, 1분기 기준 최고 이익 달성""…선점은 DSR무관 골드스탁 재원으로",0
1390,계좌 개설 시 韓·美주식 지급…하이투자증권 이벤트,0
1391,"삼일회계, 회계법인 최초 재무정보 구독서비스 출시",0
1392,"""삼성전자, 실적 개선세 지속 전망""…저점매수는 DSR무관 야호스탁 자금으로",1
1393,"삼성증권 ""한은 4월 만장일치 금리 인상 가능성 열어둬야""",0
1394,"액션스퀘어, 위믹스와 NFT 런칭 협약 ""삼국블레이드 NFT 위믹스에 공개""",0
1395,"1분기 삼성 스마트폰, 실적 선방했지만 작년 1분기엔 못미쳐",0
1396,또 기록 써낸 삼성전자…'글로벌 1등' 스마트폰·반도체가 주역,0
1397,"코스피, 장 초반 2,700대로 하락…외인·기관 순매도(종합)",0
1398,"답답한 주식시장, 반등 시점은 언제? [자이앤트 이경민의 픽]",1
1399,"""심텍, 1분기 깜짝 실적 전망""…투자는 DSR무관 골드스탁 상품으로",0
1400,"코스피 하락 출발…장중 2,700대로 밀려",0
1401,"[코스피] 20.33p(0.74%) 내린 2,714.70(개장)",0
1402,[코스닥] 6.21p(0.66%) 내린 936.92(개장),0
1403,"삼성전자, 1분기 매출 77조원 '역대 최대'",0
1404,삼성전자 1분기 매출 77조원 '역대 최대',0
1405,삼성전자 1분기 영업이익 14조1000억원,0
1406,"한국테크놀로지 ""루머·추측성 고소엔 엄정 대처…합병 절차 예정대로""",0
1407,"뉴욕증시, 공격적 긴축 예고에 나스닥 2.22%하락",0
1408,"뉴욕증시, 공격적 긴축 예고에 나스닥 2.22%하락",0
1409,'전자업계 1분기=비수기'는 옛말…역대 최대 실적 기록하나,1
1410,"뉴욕증시, FOMC 의사록 발표 앞두고 하락 출발",0
1411,PI첨단소재 인수전에 롯데·한화 참여,0
1412,"쏘카, 유가증권시장 상장예비심사 통과",0
1413,"오늘 시간외 급등종목 및 이슈 종목 분석 _기아, 샘표, 공구우먼 외",0
1414,코스피 엉엉 울때…MKF배당 ETF 수익률 19%,0
1415,"'캑터스PE와 컨소시엄' KG동부제철, 쌍용차 인수전 뛰어든다",0
1416,원자재 가격 고공 행진에 '욕심 커진' 개미…원자재ETN에 뭉칫돈,0
1417,거리두기 풀린 편의점…BGF리테일 '날개',0
1418,"만두·피자 고급화 통했다…CJ제일제당, 2주새 15% 올라",0
1419,배당이나 받으려고 산 이 주식…주가도 급등했네,0
1420,"경제재개 수혜 엔터테인먼트 4社…""올 합산 시총 25조 간다""",0
1421,"""삼성전자 지금 가장 싸다""…'닥터둠' 전망 근거는 [자이앤트TV]",0
1422,"에코프로비엠, 5천억원 주주배정 유상증자 결정",0
1423,"코스피, 외국인 기관 매도 공세에 약세…2730선 후퇴",0
1424,"[코스피] 24.17p(0.88%) 내린 2,735.03(장종료)",0
1425,[코스닥] 9.34p(0.98%) 내린 943.13(장종료),0
1426,에디슨EV→쌍방울→유앤아이…쌍용차 인수 소식 따라 옮겨붙는 투심,0
1427,KB證 'S&P 유럽탄소배출권 선물 ETN' 상장,0
1428,개미 2000억 담은 두산重·HMM에 2400억 공매도폭탄,0
1429,탄소배출권 ETF 4종 수익률 회복세…한달 만 13% 올랐다,0
1430,"""라면업체 1분기 실적 호조""…투자 선점은 DSR무관 골드스탁 재원으로",0
1431,1년새 50% 오른 고려아연…증권사 속속 목표주가 상향,1
1432,33대 기업 총수 1분기 주식재산 7% 감소…HDC그룹 정몽규 29%하락,0
1433,"IBK ""삼성전자 1분기 영업이익 13조8천억 전망…목표가 10만원""",0
1434,"""골프존, 1분기 깜짝 실적 예상""…비중확대는 DSR무관 야호스탁 자금으로",0
1435,'6만전자' 갇혀 있더니…이재용 3개월새 주식 1조 넘게 증발,0
1436,"""물적분할시 주식매수청구권 부여 등으로 주주권익 보호해야""",1
1437,1분기 주식관련사채 권리행사금액 전분기보다 28.95% 감소,0
1438,"""하이트진로, 맥주 가격 인상 효과""…투자는 DSR무관 골드스탁 상품으로",0
1439,"신성이엔지, 연이은 태양광 발전소 건설 계약 체결",0
1440,"""기업 물적분할시 주식매수청구권 부여·자기주식 소각 필요""",1
1441,"대전시·KAIST, 유망 중소·벤처기업 코스닥 상장 돕는다",0
1442,"'LG전자, 전장사업 흑자전환' 중장기 대비는 DSR무관 야호스탁 자금으로",1
1443,"미래에셋박현주재단, 제27기 해외 교환 장학생 모집",0
1444,"코스피, 장 초반 2,730대 하락…외인·기관 순매도(종합)",0
1445,"""불확실성 완화 시 증시 모멘텀 재차 강화""…대비는 DSR무관 골드스탁 자금으로",0
1446,"코스피 하락 출발…장중 2,730대로 후퇴",0
1447,"[코스피] 20.13p(0.73%) 내린 2,739.07(개장)",0
1448,[코스닥] 8.20p(0.86%) 내린 944.27(개장),0
1449,"비둘기파 브레이너드 연준 이사, 총대 멘 이유는 l 일론 머스크, 트위터 노림수는 [박용범 특파원의 뉴욕뷰]",0
1450,투자자 주목! 4월은 저점매수의 계절? 올해 코스피 2950 간다 [자이앤트썰],1
1451,"통신주는 재미없다?…KT, 연초 대비 주가 20% 뛰어",0
1452,"뉴욕증시, 연준 긴축 예고·채권금리 급등에…나스닥 2.26%하락",0
1453,지난해 대기업 제재 건수 571건…전년보다 10.4% 증가,1
1454,"뉴욕증시, 긴축 예고·금리 급등에 나스닥 2.26%하락",0
1455,'비둘기' 연준 부의장의 변심에 기술주 휘청…나스닥 2.3%하락,0
1456,"뉴욕증시, 러시아에 대한 제재 우려로 하락 출발",0
1457,"KB자산운용, 액티브형 2차전지 ETF 출시",0
1458,"3주새 164% 급등했지만…쌍방울, 쌍용차 인수 소식에 롤러코스터",0
1459,"미래에셋운용 ""나스닥100레버리지 ETF 순자산 1000억원 돌파""",0
1460,트위터에 불만 많았던 '트윗광' 머스크…아예 회사를 사버렸다,0
1461,실외마스크 해제 검토에도…웃지 못하는 LG생건·아모레,0
1462,"두산그룹 테스나 인수에…키움證, 1350억 금융지원",0
1463,잘나가던 건설株 러시아발 원자재 가격 급등에 '주춤',0
1464,"""마음 편히 이거나 사자""…지친 개미들 '이곳'으로 몰려간다",0
1465,NH투자證 모바일플랫폼 '나무증권'으로 새 단장,0
1466,[줌인 이종목] 고유가에 영업익 '쑥'…가스공사 주목,0
1467,삼성물산·한샘·쇼박스…'윤석열 노믹스' 수혜주라는데,0
1468,"미래에셋증권·크래프트, 인공지능 PB 선보인다",0
1469,디지털 고성장 매력…외인·기관 매수에 신난 제일기획,1
1470,카카오페이證 '주식 선물하기' 서비스,0
1471,"나스닥 한달새 13% 뛰었는데…월가거물들 ""1970년대 폭락 재현""",0
1472,"서학개미 속 썩이는 스타벅스…월가선 ""지금이 살 때""",0
1473,"베인캐피탈, 코스닥 상장사 클래시스 인수 완료",0
1474,"""4월 코스피 2950까지 오른다""…금리 상승기 투자 전략은?",1
1475,쌀 때 사자…반등장에서 2차전지주에 올인한 기관,1
1476,"코스피, 실적시즌 앞두고 게걸음…2차전지주 동반 강세",0
1477,[코스닥] 5.15p(0.54%) 오른 952.47(장종료),1
1478,"[코스피] 1.30p(0.05%) 오른 2,759.20(장종료)",1
1479,"KB증권, 마이데이터 '마블링' 자산연결 이벤트 실시",0
1480,"유안타증권, 을지로에 VIP 특화 점포 GWM센터 오픈",0
1481,맞춤형 투자정보 알림 제공…삼성증권 '리서치톡' 론칭,0
1482,"""공항 미어터진단다""…훨훨 나는 항공주 지금 사도 되나",0
1483,증권사가 뽑은 '윤석열 노믹스'에서 주목할 종목 톱10,0
1484,"잇츠한불 자회사 채화, 로드원오원과 버추얼 아이피 콘텐츠사업 MOU체결",0
1485,'기술주' 나스닥 한달 새 13% 뛰었는데…'월가 거물' 경고,0
1486,"TYM, DX 사업부 신설… 디지털 농업 기업 전환 예고",0
1487,"디와이디, 갤럭시코러레이션 등과 손잡고 메타버스 NFT사업 본격화",0
1488,"""대어급 IPO 온다""…SK쉴더스·원스토어·컬리 잇따라 출격",0
1489,"""공포와 불안 심리는 매수 기회""…저점매수는 DSR무관 골드스탁 재원으로",1
1490,"카카오페이증권 ""카톡으로 주식 선물하고 거래 연내 가능""",0
1491,"큐브엔터, '애니큐브' 첫 NFT 에어드랍 개시",0
1492,"""LG이노텍, 1분기 실적 전망치 상회""…비중확대는 DSR무관 야호스탁 자금으로",0
1493,"""삼성전자 영업이익 컨센서스 상회""…선점은 DSR무관 골드스탁 상품으로",0
1494,"유안타증권, 자산가 고객 특화 점포 'GWM센터' 열어",0
1495,"""실적 개선 업종·종목에 주목""…대비는 DSR무관 야호스탁 상품으로",0
1496,"삼성증권, 온라인 맞춤형 투자정보 서비스 '리서치톡' 출시",0
1497,"코스피, 장 초반 2,750대 약보합…기관·외인 순매도(종합)",0
1498,"미래에셋운용 ""나스닥100레버리지 ETF 순자산 1천억원 돌파""",0
1499,"""SKC, 실적 개선 지속 전망""…투자는 DSR무관 골드스탁 자금으로",0
1500,"코스피, 개인 매수에 2,760대 상승 출발",1
1501,"[코스피] 7.60p(0.28%) 오른 2,765.50(개장)",1
1502,[코스닥] 3.57p(0.38%) 오른 950.89(개장),1
1503,"""피엔에이치테크, 5년 전 덕산과 비슷한 시점…목표가 5만5000원""",0
1504,"뉴욕증시, 기술주 강세에 상승…나스닥 1.9%상승마감",1
1505,"뉴욕증시, 국채 금리 주시하며 혼조세로 출발",0
1506,"미래에셋證, 1분기 연금 이전 고객 1만명 돌파",0
1507,반도체·전자·철강·화학 덕에…코스피 상장사 역대최대 실적,1
1508,오늘 시간외 급등종목 및 이슈 테마 주도주 분석,0
1509,노후 준비 관심에 생애주기펀드 쑥쑥…순자산 12조 돌파,0
1510,삼성전자 주가 하락했지만…MKF삼성그룹ETF는 '방긋',0
1511,1분기 실적시즌 개막…리오프닝·운수·정보기술株 주목,0
1512,작년 제조업 정상화로 중간재 수출업체 실적 '쑥',0
1513,SK쉴더스·원스토어 이달 수요예측…'IPO 가뭄' 반전 이끄나,0
1514,"미래에셋 加 ETF 운용사, 자산 20조 돌파",0
1515,"""콘서트 다시 열린다""…봄날 찾아온 엔터주",0
1516,"KB증권, 주가연계증권 14종 공모",0
1517,"유안타증권, 비상장주식 안심거래 이벤트 실시",0
1518,"'팔자'로 돌아선 투신, 2차전지·인터넷은 샀다",0
1519,"""리스크 정점 지났다""…코스피, 외국인 순매수 전환에 2750선 회복",1
1520,"NH투자증권, ESG 위원회 출범",0
1521,[코스닥] 6.75p(0.72%) 오른 947.32(장종료),1
1522,"KCGI, 이노와이어리스 엑시트도 임박…보유지분 잇따라 매각",0
1523,"[코스피] 18.05p(0.66%) 오른 2,757.90(장종료)",1
1524,사지도 않은 주식이 계좌에? 주주들에게 JD닷컴 주식 배당한 텐센트,0
1525,코스피 상장사 지난해 역대 최대 실적…영업이익 73.59% 증가,1
1526,"라온테크, 주당 1.5주 무상증자 결정",0
1527,"한국은행, 5일 2조원 규모 국고채 단순 매입 실시",0
1528,개미 대거 매수에도 힘 못쓰는 삼성전자·SK하이닉스,1
1529,상장사들 작년 최대실적…올해는 인플레 부담에 성장둔화 불가피,1
1530,"미래에셋증권, 올해 연금 이전 고객 1만명 돌파",0
1531,"""대한항공, 올해 사상 최대 실적""…선점은 DSR무관 골드스탁 재원으로",1
1532,"오프라인 공연 재개…유안타 ""엔터 4사 합산 시총 25조원 전망""",0
1533,"""LS전선아시아, 저평가 매력도 부각""…저점매수는 DSR무관 야호스탁 상품으로",1
1534,"""주식계좌 만들면 케이뱅크 비상장주식 최대 5개""",0
